Year,District,Crime_Type,Count
2021,Kallakurichi,Kidnapping,370
2021,Kallakurichi,Cyber Crime,1550
2021,Kallakurichi,Road Accident Deaths,260
2021,Kallakurichi,Economic Crime,1500
2021,Ranipet,Murder,370
2021,Ranipet,Assault,1350
2021,Ranipet,Theft,1350
2021,Ranipet,Robbery,370
2021,Ranipet,Kidnapping,370
2021,Ranipet,Cyber Crime,1550
2021,Ranipet,Road Accident Deaths,243
2021,Ranipet,Economic Crime,1500
2021,Tiruppattur,Murder,370
2021,Tiruppattur,Assault,1350
2021,Tiruppattur,Theft,1350
2021,Tiruppattur,Robbery,370
2021,Tiruppattur,Kidnapping,370
2021,Tiruppattur,Cyber Crime,1550
2021,Tiruppattur,Road Accident Deaths,222
2021,Tiruppattur,Economic Crime,1500
2021,Tenkasi,Murder,370
2021,Tenkasi,Assault,1350
2021,Tenkasi,Theft,1350
2021,Tenkasi,Robbery,370
2021,Tenkasi,Kidnapping,370
2021,Tenkasi,Cyber Crime,1550
2021,Tenkasi,Road Accident Deaths,229
2021,Tenkasi,Economic Crime,1500
2021,TOTAL,Murder,370
2021,TOTAL,Assault,1350
2021,TOTAL,Theft,1350
2021,TOTAL,Robbery,370
2021,TOTAL,Kidnapping,370
2021,TOTAL,Cyber Crime,1550
2021,TOTAL,Road Accident Deaths,15041
2021,TOTAL,Economic Crime,1500
2022,Ariyalur,Murder,380
2022,Ariyalur,Assault,1400
2022,Ariyalur,Theft,1400
2022,Ariyalur,Robbery,380
2022,Ariyalur,Kidnapping,380
2022,Ariyalur,Cyber Crime,1700
2022,Ariyalur,Road Accident Deaths,167
2022,Ariyalur,Economic Crime,1600
2022,Chennai,Murder,380
2022,Chennai,Assault,1400
2022,Chennai,Theft,1400
2022,Chennai,Robbery,380
2022,Chennai,Kidnapping,380
2022,Chennai,Cyber Crime,1700
2022,Chennai,Road Accident Deaths,1014
2022,Chennai,Economic Crime,1600
2022,Coimbatore,Murder,380
2022,Coimbatore,Assault,1400
2022,Coimbatore,Theft,1400
2022,Coimbatore,Robbery,380
2022,Coimbatore,Kidnapping,380
2022,Coimbatore,Cyber Crime,1700
2022,Coimbatore,Road Accident Deaths,616
2022,Coimbatore,Economic Crime,1600
2022,Coimbatore  City,Murder,380
2022,Coimbatore  City,Assault,1400
2022,Coimbatore  City,Theft,1400
2022,Coimbatore  City,Robbery,380
2022,Coimbatore  City,Kidnapping,380
2022,Coimbatore  City,Cyber Crime,1700
2022,Coimbatore  City,Road Accident Deaths,241
2022,Coimbatore  City,Economic Crime,1600
2022,Cuddalore,Murder,380
2022,Cuddalore,Assault,1400
2022,Cuddalore,Theft,1400
2022,Cuddalore,Robbery,380
2022,Cuddalore,Kidnapping,380
2022,Cuddalore,Cyber Crime,1700
2022,Cuddalore,Road Accident Deaths,546
2022,Cuddalore,Economic Crime,1600
2022,Dharmapuri,Murder,380
2022,Dharmapuri,Assault,1400
2022,Dharmapuri,Theft,1400
2022,Dharmapuri,Robbery,380
2022,Dharmapuri,Kidnapping,380
2022,Dharmapuri,Cyber Crime,1700
2022,Dharmapuri,Road Accident Deaths,320
2022,Dharmapuri,Economic Crime,1600
2022,Dindigul,Murder,380
2022,Dindigul,Assault,1400
2022,Dindigul,Theft,1400
2022,Dindigul,Robbery,380
2022,Dindigul,Kidnapping,380
2022,Dindigul,Cyber Crime,1700
2022,Dindigul,Road Accident Deaths,529
2022,Dindigul,Economic Crime,1600
2022,Erode,Murder,380
2022,Erode,Assault,1400
2022,Erode,Theft,1400
2022,Erode,Robbery,380
2022,Erode,Kidnapping,380
2022,Erode,Cyber Crime,1700
2022,Erode,Road Accident Deaths,513
2022,Erode,Economic Crime,1600
2022,Kanchipuram,Murder,380
2022,Kanchipuram,Assault,1400
2022,Kanchipuram,Theft,1400
2022,Kanchipuram,Robbery,380
2022,Kanchipuram,Kidnapping,380
2022,Kanchipuram,Cyber Crime,1700
2022,Kanchipuram,Road Accident Deaths,242
2022,Kanchipuram,Economic Crime,1600
2022,Kanyakumari,Murder,380
2022,Kanyakumari,Assault,1400
2022,Kanyakumari,Theft,1400
2022,Kanyakumari,Robbery,380
2022,Kanyakumari,Kidnapping,380
2022,Kanyakumari,Cyber Crime,1700
2022,Kanyakumari,Road Accident Deaths,319
2022,Kanyakumari,Economic Crime,1600
2022,Karur,Murder,380
2022,Karur,Assault,1400
2022,Karur,Theft,1400
2022,Karur,Robbery,380
2022,Karur,Kidnapping,380
2022,Karur,Cyber Crime,1700
2022,Karur,Road Accident Deaths,408
2022,Karur,Economic Crime,1600
2022,Krishnagiri,Murder,380
2022,Krishnagiri,Assault,1400
2022,Krishnagiri,Theft,1400
2022,Krishnagiri,Robbery,380
2022,Krishnagiri,Kidnapping,380
2022,Krishnagiri,Cyber Crime,1700
2022,Krishnagiri,Road Accident Deaths,564
2022,Krishnagiri,Economic Crime,1600
2022,Madurai,Murder,380
2022,Madurai,Assault,1400
2022,Madurai,Theft,1400
2022,Madurai,Robbery,380
2022,Madurai,Kidnapping,380
2022,Madurai,Cyber Crime,1700
2022,Madurai,Road Accident Deaths,550
2022,Madurai,Economic Crime,1600
2022,Madurai City,Murder,380
2022,Madurai City,Assault,1400
2022,Madurai City,Theft,1400
2022,Madurai City,Robbery,380
2022,Madurai City,Kidnapping,380
2022,Madurai City,Cyber Crime,1700
2022,Madurai City,Road Accident Deaths,158
2022,Madurai City,Economic Crime,1600
2022,Nagapattinam,Murder,380
2022,Nagapattinam,Assault,1400
2022,Nagapattinam,Theft,1400
2022,Nagapattinam,Robbery,380
2022,Nagapattinam,Kidnapping,380
2022,Nagapattinam,Cyber Crime,1700
2022,Nagapattinam,Road Accident Deaths,228
2022,Nagapattinam,Economic Crime,1600
2022,Namakkal,Murder,380
2022,Namakkal,Assault,1400
2022,Namakkal,Theft,1400
2022,Namakkal,Robbery,380
2022,Namakkal,Kidnapping,380
2022,Namakkal,Cyber Crime,1700
2022,Namakkal,Road Accident Deaths,429
2022,Namakkal,Economic Crime,1600
2022,Nilgiris,Murder,380
2022,Nilgiris,Assault,1400
2022,Nilgiris,Theft,1400
2022,Nilgiris,Robbery,380
2022,Nilgiris,Kidnapping,380
2022,Nilgiris,Cyber Crime,1700
2022,Nilgiris,Road Accident Deaths,33
2022,Nilgiris,Economic Crime,1600
2022,Perambalur,Murder,380
2022,Perambalur,Assault,1400
2022,Perambalur,Theft,1400
2022,Perambalur,Robbery,380
2022,Perambalur,Kidnapping,380
2022,Perambalur,Cyber Crime,1700
2022,Perambalur,Road Accident Deaths,170
2022,Perambalur,Economic Crime,1600
2022,Pudukottai,Murder,380
2022,Pudukottai,Assault,1400
2022,Pudukottai,Theft,1400
2022,Pudukottai,Robbery,380
2022,Pudukottai,Kidnapping,380
2022,Pudukottai,Cyber Crime,1700
2022,Pudukottai,Road Accident Deaths,374
2022,Pudukottai,Economic Crime,1600
2022,Ramnathapuram,Murder,380
2022,Ramnathapuram,Assault,1400
2022,Ramnathapuram,Theft,1400
2022,Ramnathapuram,Robbery,380
2022,Ramnathapuram,Kidnapping,380
2022,Ramnathapuram,Cyber Crime,1700
2022,Ramnathapuram,Road Accident Deaths,330
2022,Ramnathapuram,Economic Crime,1600
2022,Railway Chennai,Murder,380
2022,Railway Chennai,Assault,1400
2022,Railway Chennai,Theft,1400
2022,Railway Chennai,Robbery,380
2022,Railway Chennai,Kidnapping,380
2022,Railway Chennai,Cyber Crime,1700
2022,Railway Chennai,Road Accident Deaths,1
2022,Railway Chennai,Economic Crime,1600
2022,Railway Trichy,Murder,380
2022,Railway Trichy,Assault,1400
2022,Railway Trichy,Theft,1400
2022,Railway Trichy,Robbery,380
2022,Railway Trichy,Kidnapping,380
2022,Railway Trichy,Cyber Crime,1700
2022,Railway Trichy,Road Accident Deaths,0
2022,Railway Trichy,Economic Crime,1600
2022,Salem,Murder,380
2022,Salem,Assault,1400
2022,Salem,Theft,1400
2022,Salem,Robbery,380
2022,Salem,Kidnapping,380
2022,Salem,Cyber Crime,1700
2022,Salem,Road Accident Deaths,581
2022,Salem,Economic Crime,1600
2022,Salem City,Murder,380
2022,Salem City,Assault,1400
2022,Salem City,Theft,1400
2022,Salem City,Robbery,380
2022,Salem City,Kidnapping,380
2022,Salem City,Cyber Crime,1700
2022,Salem City,Road Accident Deaths,152
2022,Salem City,Economic Crime,1600
2022,Sivagangai,Murder,380
2022,Sivagangai,Assault,1400
2022,Sivagangai,Theft,1400
2022,Sivagangai,Robbery,380
2022,Sivagangai,Kidnapping,380
2022,Sivagangai,Cyber Crime,1700
2022,Sivagangai,Road Accident Deaths,332
2022,Sivagangai,Economic Crime,1600
2022,Thanjavur,Murder,380
2022,Thanjavur,Assault,1400
2022,Thanjavur,Theft,1400
2022,Thanjavur,Robbery,380
2022,Thanjavur,Kidnapping,380
2022,Thanjavur,Cyber Crime,1700
2022,Thanjavur,Road Accident Deaths,432
2022,Thanjavur,Economic Crime,1600
2022,Theni,Murder,380
2022,Theni,Assault,1400
2022,Theni,Theft,1400
2022,Theni,Robbery,380
2022,Theni,Kidnapping,380
2022,Theni,Cyber Crime,1700
2022,Theni,Road Accident Deaths,235
2022,Theni,Economic Crime,1600
2022,Thirunelveli,Murder,380
2022,Thirunelveli,Assault,1400
2022,Thirunelveli,Theft,1400
2022,Thirunelveli,Robbery,380
2022,Thirunelveli,Kidnapping,380
2022,Thirunelveli,Cyber Crime,1700
2022,Thirunelveli,Road Accident Deaths,275
2022,Thirunelveli,Economic Crime,1600
2022,Thirunelveli City,Murder,380
2022,Thirunelveli City,Assault,1400
2022,Thirunelveli City,Theft,1400
2022,Thirunelveli City,Robbery,380
2022,Thirunelveli City,Kidnapping,380
2022,Thirunelveli City,Cyber Crime,1700
2022,Thirunelveli City,Road Accident Deaths,79
2022,Thirunelveli City,Economic Crime,1600
2022,Thiruvallur,Murder,380
2022,Thiruvallur,Assault,1400
2022,Thiruvallur,Theft,1400
2022,Thiruvallur,Robbery,380
2022,Thiruvallur,Kidnapping,380
2022,Thiruvallur,Cyber Crime,1700
2022,Thiruvallur,Road Accident Deaths,330
2022,Thiruvallur,Economic Crime,1600
2022,Thiruvannamalai,Murder,380
2022,Thiruvannamalai,Assault,1400
2022,Thiruvannamalai,Theft,1400
2022,Thiruvannamalai,Robbery,380
2022,Thiruvannamalai,Kidnapping,380
2022,Thiruvannamalai,Cyber Crime,1700
2022,Thiruvannamalai,Road Accident Deaths,509
2022,Thiruvannamalai,Economic Crime,1600
2022,Thiruvarur,Murder,380
2022,Thiruvarur,Assault,1400
2022,Thiruvarur,Theft,1400
2022,Thiruvarur,Robbery,380
2022,Thiruvarur,Kidnapping,380
2022,Thiruvarur,Cyber Crime,1700
2022,Thiruvarur,Road Accident Deaths,168
2022,Thiruvarur,Economic Crime,1600
2022,Thoothukudi,Murder,380
2022,Thoothukudi,Assault,1400
2022,Thoothukudi,Theft,1400
2022,Thoothukudi,Robbery,380
2022,Thoothukudi,Kidnapping,380
2022,Thoothukudi,Cyber Crime,1700
2022,Thoothukudi,Road Accident Deaths,385
2022,Thoothukudi,Economic Crime,1600
2022,Tiruppur,Murder,380
2022,Tiruppur,Assault,1400
2022,Tiruppur,Theft,1400
2022,Tiruppur,Robbery,380
2022,Tiruppur,Kidnapping,380
2022,Tiruppur,Cyber Crime,1700
2022,Tiruppur,Road Accident Deaths,648
2022,Tiruppur,Economic Crime,1600
2022,Tiruppur City,Murder,380
2022,Tiruppur City,Assault,1400
2022,Tiruppur City,Theft,1400
2022,Tiruppur City,Robbery,380
2022,Tiruppur City,Kidnapping,380
2022,Tiruppur City,Cyber Crime,1700
2022,Tiruppur City,Road Accident Deaths,149
2022,Tiruppur City,Economic Crime,1600
2022,Trichy,Murder,380
2022,Trichy,Assault,1400
2022,Trichy,Theft,1400
2022,Trichy,Robbery,380
2022,Trichy,Kidnapping,380
2022,Trichy,Cyber Crime,1700
2022,Trichy,Road Accident Deaths,517
2022,Trichy,Economic Crime,1600
2022,Trichy City,Murder,380
2022,Trichy City,Assault,1400
2022,Trichy City,Theft,1400
2022,Trichy City,Robbery,380
2022,Trichy City,Kidnapping,380
2022,Trichy City,Cyber Crime,1700
2022,Trichy City,Road Accident Deaths,131
2022,Trichy City,Economic Crime,1600
2022,Vellore,Murder,380
2022,Vellore,Assault,1400
2022,Vellore,Theft,1400
2022,Vellore,Robbery,380
2022,Vellore,Kidnapping,380
2022,Vellore,Cyber Crime,1700
2022,Vellore,Road Accident Deaths,247
2022,Vellore,Economic Crime,1600
2022,Villupuram,Murder,380
2022,Villupuram,Assault,1400
2022,Villupuram,Theft,1400
2022,Villupuram,Robbery,380
2022,Villupuram,Kidnapping,380
2022,Villupuram,Cyber Crime,1700
2022,Villupuram,Road Accident Deaths,523
2022,Villupuram,Economic Crime,1600
2022,Virudhunagar,Murder,380
2022,Virudhunagar,Assault,1400
2022,Virudhunagar,Theft,1400
2022,Virudhunagar,Robbery,380
2022,Virudhunagar,Kidnapping,380
2022,Virudhunagar,Cyber Crime,1700
2022,Virudhunagar,Road Accident Deaths,429
2022,Virudhunagar,Economic Crime,1600
2022,Cyber Cell,Murder,380
2022,Cyber Cell,Assault,1400
2022,Cyber Cell,Theft,1400
2022,Cyber Cell,Robbery,380
2022,Cyber Cell,Kidnapping,380
2022,Cyber Cell,Cyber Crime,1700
2022,Cyber Cell,Road Accident Deaths,0
2022,Cyber Cell,Economic Crime,1600
2022,Other Units,Murder,380
2022,Other Units,Assault,1400
2022,Other Units,Theft,1400
2022,Other Units,Robbery,380
2022,Other Units,Kidnapping,380
2022,Other Units,Cyber Crime,1700
2022,Other Units,Road Accident Deaths,0
2022,Other Units,Economic Crime,1600
2022,Chengalpattu,Murder,380
2022,Chengalpattu,Assault,1400
2022,Chengalpattu,Theft,1400
2022,Chengalpattu,Robbery,380
2022,Chengalpattu,Kidnapping,380
2022,Chengalpattu,Cyber Crime,1700
2022,Chengalpattu,Road Accident Deaths,470
2022,Chengalpattu,Economic Crime,1600
2022,Kallakurichi,Murder,380
2022,Kallakurichi,Assault,1400
2022,Kallakurichi,Theft,1400
2022,Kallakurichi,Robbery,380
2022,Kallakurichi,Kidnapping,380
2022,Kallakurichi,Cyber Crime,1700
2022,Kallakurichi,Road Accident Deaths,265
2022,Kallakurichi,Economic Crime,1600
2022,Ranipet,Murder,380
2022,Ranipet,Assault,1400
2022,Ranipet,Theft,1400
2022,Ranipet,Robbery,380
2022,Ranipet,Kidnapping,380
2022,Ranipet,Cyber Crime,1700
2022,Ranipet,Road Accident Deaths,248
2022,Ranipet,Economic Crime,1600
2022,Tiruppattur,Murder,380
2022,Tiruppattur,Assault,1400
2022,Tiruppattur,Theft,1400
2022,Tiruppattur,Robbery,380
2022,Tiruppattur,Kidnapping,380
2022,Tiruppattur,Cyber Crime,1700
2022,Tiruppattur,Road Accident Deaths,226
2022,Tiruppattur,Economic Crime,1600
2022,Tenkasi,Murder,380
2022,Tenkasi,Assault,1400
2022,Tenkasi,Theft,1400
2022,Tenkasi,Robbery,380
2022,Tenkasi,Kidnapping,380
2022,Tenkasi,Cyber Crime,1700
2022,Tenkasi,Road Accident Deaths,234
2022,Tenkasi,Economic Crime,1600
2022,TOTAL,Murder,380
2022,TOTAL,Assault,1400
2022,TOTAL,Theft,1400
2022,TOTAL,Robbery,380
2022,TOTAL,Kidnapping,380
2022,TOTAL,Cyber Crime,1700
2022,TOTAL,Road Accident Deaths,15336
2022,TOTAL,Economic Crime,1600
